rcp_name,rcp_way,rcp_pat,weight,kcal,carbohydrate,protein,fat,natrium,tag,img,ingredients,MANUAL01,MANUAL_IMG01,MANUAL02,MANUAL_IMG02,MANUAL03,MANUAL_IMG03,MANUAL04,MANUAL_IMG04,MANUAL05,MANUAL_IMG05,MANUAL06,MANUAL_IMG06,RCP_NA_TIP
새우와스테이크,굽기,일품,,508.4,6.3,36.2,37.6,194.4,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00506_1.png,"새우(60g), 버터(10g), 소고기(120g), 로즈마리(2g) 소금(0.3g), 후춧가루(2g) - 소스 : 와인(50g), 설탕(20g), 당근(20g), 양파(20g) 토마토(30g), 마늘(20g), 대파(10g), 발사믹소스(20g) - 곁들임채소 : 아스파라거스(20g), 브로컬리(20g) 새송이(20g), 가지(30g)",1. 새우는 꼬리를 자르고 내장을 제거 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_1.png,2. 스테이크 소고기는 소금과 로즈마리를 뿌리고 후춧가루를 살짝 뿌려 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_2.png,3. 아스파라거스는 팬에 기름 없이 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_3.png,4. 새송이와 가지는 길게 썰어 브로컬리와 함께 기름 없이 팬에 살짝 구워 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_4.png,"5. 팬에 버터를 살짝 넣고 새우를 굽고, 스테이크를 구워 접시에 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_5.png,"6. 팬에 와인과 설탕을 넣고 끓이다가, 당근, 양파와 토마토 마늘, 대파를 다져 넣고 볶듯이 끓이다가 발사믹소스를 넣고 한 번 더 졸인 소스를 스테이크 위에 얹고, 브로컬리와 새송이, 가지, 아스파라거스를 함께 놓아 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00506_6.png,"와인의 풍미와 갖가지 채소를 이용한 소스는 나트륨 사용을 줄일 수 있으며, 아스파라거스의 칼륨 성분이 체내에 나트륨을 배출시켜 주어요."
함초삼겹,굽기,반찬,,618.4,22.5,31.8,44.6,136.9,함초,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00507_1.png,"통삼겹살(150g), 함초가루(10g), 소금(0.5g), 후춧가루(0.2g) 부추(30g), 버터(5g) - 소스 : 유자청(20g), 쌈장(10g), 설탕(20g), 생크림(20g) 연두부(30g), 양파(20g), 당근(20g)","1. 통 삼겹살에 함초와 소금, 후춧가루를 뿌려 숙성을 시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_1.png,"2. 부추는 약 6cm 길이로 썰고, 양파는 채를 썰어 놓고, 당근은 납작하게 편으로 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_2.png,3. 연두부는 잘게 다져 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_3.png,"4. 유자청에 쌈장과 설탕, 생크림을 넣어 골고루 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_4.png,"5. 골고루 섞은 유자청에 다져 놓은 연두부를 넣어 섞어 냄비에 넣고, 썰어 놓은 양파와 당근을 넣어 은근히 끓여 소스를 만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_5.png,"6. 숙성시킨 통삼겹은 버터를 녹인 팬에 살짝 구워 다시 오븐에서 20분 정도 익힌 후 먹기 좋게 썰은 뒤, 접시에 부추를 깔고 그 위에 구워진 삼겹을 올리고 소스를 얹어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00507_6.png,함초가루를 이용하여 나트륨 사용을 줄였어요.
햄버거스테이크,굽기,반찬,,420.4,8,30.4,29.6,193.2,다짐육,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00508_1.png,"다진 돼지고기(60g), 다진 소고기(60g), 다진 마늘(10g) 로즈마리(2g), 빵가루(20g), 후춧가루(0.2g), 파프리카(20g) - 소스 : 양파(20g), 플레인요거트(20g), 설탕(10g) 매실액(10g), 식초(5g), 녹말가루(10g) - 곁들임채소 : 어린잎(5g)","1. 돼지고기와 소고기를 섞어, 매실액을 넣고 30분 정도 냉장고에서 숙성을 시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_1.png,"2. 숙성된 돼지고기와 소고기에 다진마늘, 로즈마리, 빵가루, 후춧가루를 넣고 골고루 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_2.png,3. 파프리카는 반으로 잘라 그 안에 씨를 수저를 이용해서 파낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_3.png,"4. 속을 파낸 파프리카에 양념한 고기를 넣고, 꼭꼭 눌러 두툼하게 잘라 구워 접시에 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_4.png,5. 양파는 입자있게 다져 팬에 기름을 넣고 은근히 볶아 양파 향을 낸다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_5.png,"6. 볶아진 팬(⑤)에 준비한 플레인요거트와 설탕, 매실액을 넣고 끓이다가, 식초와 녹말을 넣고 한 번 더 끓여 소스를 완성한다. 햄버거스테이트(④)에 소스를 얹고, 어린잎을 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00508_6.png,매실과 요거트의 새콤달콤한 맛이 나트륨 사용을 줄일 수 있어요.
유자삼치구이,굽기,반찬,,498.2,35,45.3,19.7,159.9,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00509_1.png,"삼치(150g), 소금(0.3g), 녹말(20g), 식용유(10g), - 소스 : 생강(10g), 유자청(50g), 레몬(20g)",1. 삼치는 반으로 잘라지지 않게 편으로 떠서 소금을 살짝 뿌려 잠시 말려 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_1.png,2. 손질을 한 삼치에 녹말가루를 입혀 팬에 기름을 두르고 구워 접시에 담아 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_2.png,"3. 생강은 잘게 썰어, 물에 섞은 후 거름종이에 걸러 생강즙을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_3.png,4. 유자청에 만들어 놓은 생강즙을 넣고 섞는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_4.png,"5. 냄비에 레몬을 넣고, 물을 넣고 은근히 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_5.png,6. 레몬을 끓인 물에 ④번을 넣고 졸여 소스를 만든 후 접시에 담아 놓은 삼치 위에 소스로 올려 완성한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00509_6.png,"삼치에 소금을 살짝 뿌려서 말리면 추가간을 하지 않아도 싱겁지 않으며, 간장 소스 대신 레몬 유자 소스를 이용하여 나트륨의 함량을 줄일 수 있어요."
냉토마토파스타,끓이기,일품,,202.3,34.1,8.1,3.7,213.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00510_1.png,"토마토(50g), 브로컬리(20g), 펜네(100g), 올리브오일(10g) 후춧가루(0.1g) - 소스 : 마늘(10g), 양파(20g), 당근(20g), 방울토마토(50g) 올리브오일(10g), 육수(400g), 설탕(10g) 소금(0.3g), 레몬즙(10g), 월계수잎(1장)","1. 마늘은 곱게 다지고 양파, 당근, 방울토마토는 입자있게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_1.png,2. 토마토는 씨와 껍질을 제거하고 채를 썰어놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_2.png,3. 브로컬리를 끓는 물에 데쳐 찬물에 헹구어 작게 썰어 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_3.png,4. 펜네는 끓는 물에 약 10분 정도 삶아 건진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_4.png,5. 건져진 펜네는 올리브오일을 넣어 무친 후 그릇에 담아놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_5.png,"6. 냄비에 오일을 넣고 마늘과 양파를 볶다가 당근과 방울토마토를 넣어 볶으면서 육수를 붓고 설탕과 소금, 레몬즙, 월계수잎을 넣고 끓인 뒤 월계수잎을 건져내고, 차갑게 식힌 후 그릇에 담겨 있는 펜네에 토마토채(②)와 브로컬리(③)를 함께 넣어 담아 완성 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00510_6.png,"깔끔한 맛의 토마토소스를 차갑게 만들어, 나트륨 함량이 적어도 싱겁지 않아요."
닭고기또띠아,굽기,반찬,,516.4,82.8,21.6,11,831.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00511_1.png,"또띠아(50g), 닭고기살(100g), 느타리버섯(20g), 사과(20g) 오이(20g), 파프리카(20g), 애호박(20g), 양파(20g), 식초(10g) - 소스 : 아몬드(10g), 우유(20g), 머스터드(20g), 올리고당(20g)","1. 닭고기살은 끓는 물에 데쳐 손으로 찢고, 느타리버섯도 데쳐 손으로 찢어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_1.png,"2. 사과는 씨를 제거하고 약 6cm 길이로 채를 썰고, 오이와 파프리카도 같은 길이로 채를 썰어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_2.png,"3. 애호박은 반달로 썰어 식초에 살짝 절여서 볶고, 양파는 채를 썰어 물에 잠시 담가 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_3.png,4. 아몬드는 우유를 넣어 갈아 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_4.png,5. 머스터드에 올리고당을 넣어 잘 섞어 준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_5.png,"6. 또띠아를 팬에 기름 없이 굽고, 그 안에 닭고기 살과 느타리버섯, 오이, 사과, 파프리카와 호박을 넣어 속이 보이도록 말아놓고, ④번과 ⑤번은 섞어서 소스를 만들어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00511_6.png,"머스터드를 소스로 사용하기 때문에 별도의 나트륨을 넣지 않아, 나트륨 섭취를 줄일 수 있어요."
닭고기스테이크,끓이기,반찬,,222.4,8,26.3,9.5,226.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00512_1.png,"닭고기살(120g), 소금(0.5g), 후춧가루(0.1g), 생강(5g) 정종(5g), 우유(50g), 오이(20g), 토마토(20g) 두부(80g), 흑임자(20g), 우유(50g)","1. 닭고기살은 소금과 후춧가루, 생강즙과 정종을 뿌린 후 우유를 살짝 발라 숙성을 시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_1.png,2. 오이는 길게 껍질째 썰어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_2.png,3. 토마토는 반으로 잘라 편으로 썰어 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_3.png,4. 두부는 소창으로 물기를 꼭 짜 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_4.png,5. 물기를 제거 시킨 두부에 흑임자를 넣고 골고루 섞은 뒤 냄비에 넣고 우유와 함께 은근히 끓여 속을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_5.png,"6. 팬에 토마토를 먼저 구워 접시에 담고, 숙성된 닭고기를 구워 올린 뒤, 그 위에 오이로 원형기둥을 만들고 구운 닭고기를 다시 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00512_6.png,두부의 단백하고 고소한 맛을 이용하여 영양가 있고 맛있는 스테이크를 만들 수 있어요.
오징어순대,찌기,반찬,,325.2,6.9,39.1,15.7,242.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00513_1.png,"통오징어(100g), 양파(20g), 당근(20g), 부추(20g) 견과류(20g), 두부(50g), 대파(10g), 마늘(10g), 소금(0.5g) 녹말가루(10g), 정종(10g), 레몬(10g), 생강(5g)",1. 통오징어는 다리를 떼어내고 내장을 제거시켜 통째로 깨끗이 씻어 준비 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_1.png,"2. 양파와 당근, 부추, 생강은 입자있게 썰고, 견과류는 다져 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_2.png,3. 두부는 물기를 짠 후 수저로 으깨어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_3.png,"4. 잘게 썰은 오징어 다리와 썰어 놓은 채소, 견과류(②), 곱게 다진 대파와 마늘, 그리고 소금과 녹말가루를 두부 (③)와 함께 골고루 섞어 순대속을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_4.png,5. 손질된 오징어 속 안에 준비한 속을 채워 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_5.png,"6. 오징어순대에 레몬즙과 정종, 생강즙을 섞어 바른 뒤 찜통에 김이 오르면 오징어순대를 넣어 약 10분 정도 쪄서 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00513_6.png,갖가지 채소를 넣은 오징어 순대는 따로 양념장을 찍어먹지 않아도 맛있어요.
연어차우더스프,끓이기,일품,,217.6,23.2,11.7,8.7,215.4,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00514_1.png,"모시조개(50g), 연어(100g), 청피망(20g), 당근(20g) 양파(20g), 감자(50g), 밀가루(10g), 버터(5g), 육수(200g) 월계수잎(1장), 통후추(3알), 생크림(30g), 통마늘(10g)","1. 모시조개는 물에 소금을 넣고, 담그어 해감을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_1.png,2. 연어는 사각지게 썰어 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_2.png,"3. 당근, 양파, 감자는 사각크기로 썰어 놓고, 청피망은 채를 썰어 당근과 비슷한 길이로 잘라둔다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_3.png,4. 냄비에 버터와 밀가루를 넣고 볶다가 채소를 넣어 같이 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_4.png,5. 볶아지는 냄비에 모시조개와 육수를 넣고 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_5.png,"6. 거품을 걷어내고, 월계수 잎과 통후추, 통마늘을 넣고 끓이다가 연어와 생크림을 넣어 한 소큼 끓으면 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00514_6.png,모시조개의 맛과 향을 이용하여 추가 간을 하지 않아도 맛있어요.
연어허브스테이크,굽기,반찬,,455.5,3.5,47.3,28.1,256.4,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00515_1.png,"연어(150g), 로즈마리(3g), 레몬(10g), 올리브오일(30g) - 소스 : 당근(20g), 양파(20g), 토마토(30g), 마늘(10g) 버터(5g), 밀가루(10g), 토마토 소스(50g) 육수(150g), 우유(50g), 월계수잎(1장)",1. 연어에 로즈마리를 위에 올려 마리네이드를 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_1.png,2. 마리네이드를 해놓은 연어에 레몬즙을 뿌린다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_2.png,"3. 당근, 양파는 썰고 마늘과 토마토는 다져 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_3.png,"4. 냄비에 버터를 두르고, 채소(③)를 볶다가 밀가루를 넣고 볶으면서 다시 토마토소스를 넣어 볶다가 육수와 월계수잎을 넣어 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_4.png,"5. 소스가 자작 하게 끓고 있을 때, 우유를 넣고 한 소끔 끓여준다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_5.png,"6. 팬에 올리브 오일을 두르고, 연어 (①)를 올려 앞뒤로 구어 접시에 담고, 토마토소스를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00515_6.png,"로즈마리의 향기로 연어의 잡내를 잡았으며, 갖가지 채소를 넣어 만든 소스를 사용하여 나트륨 섭취를 줄였어요."
해물칼국수,끓이기,일품,,184.6,27.4,12.7,2.7,150.3,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00516_1.png,"밀가루(180g), 소금(0.3g), 녹말가루(20g), 덧밀가루(50g) 애호박(20g), 느타리버섯(20g), 양파(20g), 대파(20g) 홍합(20g), 새우(20g), 미더덕(10g), 저염간장(10g) - 육수 : 건새우(10g), 멸치(10g), 다시마(5g), 무(50g) 양파(20g), 마늘(20g)",1. 밀가루에 소금과 녹말가루를 넣고 반죽을 한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_1.png,"2. 냄비에 건새우와 머리와 내장을 제거한 멸치, 다시마, 무, 마늘, 양파를 넣고 약30분 정도 끓여 체에 걸러 육수를 만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_2.png,"3. 호박은 반달모양으로 썰고, 느타리는 손으로 찢고, 양파와 대파는 길게 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_3.png,"4. 새우는 요지를 이용하여 새우등의 내장을 제거하고, 홍합은 족사를 때어 내고 솔을 이용하여 껍질을 깨끗이 씻어낸 후 흐르는 물에 깨끗하게 행구고, 미더덕은 깨끗이 씻어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_4.png,5. 반죽을 해 놓은 밀가루에 덧 밀가루를 뿌려가며 얇게 밀어준다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_5.png,"6. 얇게 밀어 놓은 밀가루를 칼로 썰어 덧밀가루를 털어내고, 만들어 놓은 육수에 칼국수를 넣고, 준비한 채소 (③)와 해물(④)을 넣고 간장으로 간을 맞추어 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00516_6.png,칼국수면을 직접 만들어 나트륨 함량을 낮추고 풍부한 해산물을 이용하여 간장 사용을 줄였어요.
버섯리조또,끓이기,밥,,213.7,40.3,5.2,3.5,66.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00517_1.png,"양파(20g), 양송이(20g), 표고버섯(20g), 느타리버섯(20g) 버터(5g), 불린쌀(150g), 생크림(20g), 소금(0.05g) - 육수 : 건새우(10g), 건멸치(20g), 마늘(10g), 다시마(5g) 물(500ml)","1. 양파와 양송이, 표고버섯, 느타리버섯은 작게 썰어 준비해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_1.png,"2. 멸치와 새우, 마늘을 냄비에 담고, 물을 약 500㎖ 정도 붓고 끓여 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_2.png,"3. 냄비에 버터를 넣고, 양파와 버섯을 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_3.png,4. ③번의 냄비에 불린 쌀을 넣고 은근히 볶는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_4.png,5. 볶아지는 냄비에 만들어 놓은 육수를 조금 넣는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_5.png,"6. 육수를 넣고 다시 은근히 볶으면서 뚜껑을 덮어 충분히 익힌 후, 마지막에 생크림과 소금을 넣고 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00517_6.png,"해산물을 이용하여 짠맛을 대체하였으며, 갖가지 버섯을 활용하여 풍미를 살렸어요"
삼색소고기만두,끓이기,반찬,,203.8,38.4,0.4,5.4,136.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00518_1.png,"애호박(30g), 소금(0.5g), 부추(30g), 숙주(30g), 두부(30g) 달걀(50g), 소고기(50g), 다진 파(20g), 다진 마늘(10g) 참기름(5g), 후춧가루(0.03g) - 만두피 : 시금치(30g), 소금(0.5g), 당근(30g), 들깨가루(30g) 밀가루(200g), 녹말가루(20g) - 육수 : 양파(20g), 다시마(10g), 건새우(10g), 건멸치(20g)",1. 시금치는 끓는 물에 소금을 넣고 데쳐 찬물에 식힌 후 곱게 갈아 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_1.png,"2. 당근즙, 시금치즙, 들깨가루를 각각 준비한 뒤, 밀가루와 녹말가루를 세 개로 나눠 각각의 즙을 넣어 반죽 후 숙성시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_2.png,"3. 호박은 채를 썰어 소금에 살짝 절여 물기를 제거하고, 부추는 송송 썰고, 숙주는 데쳐 물기를 제거하고 다지고, 두부는 면포에 물기를 꼭 짜서 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_3.png,"4. 달걀은 노란자와 흰자를 나눠 각각 지단을 붙여 준비한다. 냄비에 멸치와 다시마, 건새우, 양파를 넣고 약30분 정도 끓여 체에 걸러 육수를 만들어 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_4.png,"5. 소고기는 곱게 다져, 파 , 마늘, 참기름, 후춧가루를 넣어 양념을 해 놓는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_5.png,"6. 준비한 채소(③)와 고기(⑤)를 섞어 만두속을 만들고, 숙성된 밀가루 반죽(②)을 밀어 만든 만두피에 만두 속을 넣어 만두를 만든다. 준비한 육수 (④)에 삼색 만두를 넣어 끓여 담고 그 위에 달걀지단을 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00518_6.png,"천연식품으로 밀가루 반죽을 하고, 해물로 만든 육수에 만두를 끓여 나트륨 함량을 줄일 수 있었어요."
콩가루비빔밥,볶기,밥,,449.4,85.2,13,6.3,575.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00519_1.png,"청포묵(20g), 참기름(5g), 소금(0.5g) 달걀(50g), 소금(0.5g), 오이(20g), 당근(20g), 고사리(20g) 표고버섯(20g), 식용유(10g), 쌀밥(150g) - 소고기 곁들임채소 : 소고기(15g), 대파(5g), 마늘(10g) 참기름(5g), 후춧가루(0.03g) - 고추장소스 : 고추장(20g), 콩가루(20g), 다진 소고기(15g)",1. 청포묵은 4cm 길이로 썰어 참기름과 소금에 살짝 무쳐 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_1.png,2. 달걀은 황백으로 나누어 각각 소금을 조금씩 넣어 섞어 지단을 부친다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_2.png,"3. 오이는 돌려 깎아 채 썰고 당근도 오이 길이로 채 썰고 고사리는 길에 맞게 다듬고, 표고버섯도 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_3.png,"4. 소고기는 채를 썰어 파, 마늘, 참기름, 후춧가루를 넣어 양념한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_4.png,"5. 팬에 기름을 두르고, 준비한 곁들임 채소(③)와 다진 소고기를 재료별로 따로 볶아 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_5.png,"6. 고추장에 콩가루를 섞고, 볶아진 소고기를 넣어 다시 볶아 고추장 소스를 준비하고, 쌀밥을 그릇에 담은 후 청포묵(①), 볶아 놓은 채소와 소고기(⑤)를 올리고, 마지막에 고추장소스를 올려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00519_6.png,콩가루를 섞은 고추장소스는 고소한 맛이 더해져 나트륨 함량을 낮출 수 있어요.
인삼닭살찜,끓이기,반찬,,145.4,19.4,14.1,1.3,253.4,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00520_1.png,"닭가슴살(200g), 소금(0.5g), 후춧가루(0.03g), 정종(10g) 대추(20g), 인삼(50g), 밤(20g), 표고버섯(30g) 새송이버섯(30g),치킨육수(100g)","1. 닭가슴살을 넓게 펴서 소금과 후춧가루, 정종으로 밑간을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_1.png,"2. 대추는 돌려깎아 채를 썰고, 인삼은 세로 방향으로 반으로 가르고, 밤은 껍질을 벗겨 납작하게 썰고, 표고와 새송이 버섯은 뜨거운 물에 담그어 불린 후 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_2.png,3. 숙성된 닭가슴살(①)에 썰어놓은 재료(②)를 얹어 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_3.png,4. 닭 가슴살을 돌돌 말아 놓는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_4.png,"5. 냄비에 육수를 붓고, 육수가 끓으면 말아 놓은 닭가슴살을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_5.png,"6. 뚜껑을 덮고, 약 15분 정도 은근히 찐 뒤, 닭가슴살이 익으면 불을 끄고 먹기 좋은 크기로 썰어서 접시에 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00520_6.png,"대추와 인삼 등의 향이 닭고기의 잡내를 없애고, 육수에 찌듯이 익혀 추가 간을 하지 않아도 되요."
양배추버섯말이,찌기,반찬,,110.1,24.1,0,1.5,242.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00521_1.png,"양배추(120g), 미나리(20g), 느타리버섯(30g), 표고버섯(20g) 팽이버섯(20g), 당근(30g), 오이(30g), 소금(1g) 소고기(100g), 파(10g), 마늘(10g), 참기름(5g), 설탕(20g) - 양념장 : 저염간장(20g), 맛술(10g), 참기름(5g)",1. 양배추는 깨끗이 씻어 찜기에 김이 오르면 쪄서 식혀 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_1.png,"2. 느타리, 표고 ,팽이버섯, 당근, 오이는 약 5cm 길이로 채를 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_2.png,"3. 소고기도 가늘게 채를 썰어 준비하고, 파, 마늘, 참기름, 설탕을 넣어 양념을 한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_3.png,4. 팬에 준비한 채소에 소량의 소금을 넣어 먼저 볶다가 양념한 소고기를 넣고 재빠르게 볶아 식혀 준비한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_4.png,"5. 쪄 놓은 양배추를 김발 위에 올려 넣고, 볶아놓은 채소와 소고기를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_5.png,"6. 김발을 이용하여 양배추를 돌돌 말고, 미나리를 데쳐 끈으로 묶어 접시에 올리고, 간장과 맛술, 참기름을 섞은 간장소스를 만들어 담는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00521_6.png,"양배추 찜과 갖가지 채소, 양념한 소고기를 이용하여 식감과 풍미가 좋아요"
